Name,Year,Location,Coordinates
""Selling Houses"","2002","Sheffield, South Yorkshire, England, UK","(53.3806626, -1.4702278)"
""Shi jie dian ying zhi lv"","2002","Beijing, China","(39.906217, 116.3912757)"
""Shkola zlosloviya"","2002","Moscow, Russia","(55.7504461, 37.6174943)"
""Skeppsholmen" (2002)","(#1.12)","(Victor and Pato eating at Folkets Kebab)","None"
""Skeppsholmen" (2002)","(#2.10)","(Various outdoor scenes)","None"
""Skeppsholmen" (2002)","(#3.10)","(Various outdoor scenes)","None"
""Son amores" (2002)","(#1.109)","Buenos Aires, Federal District, Argentina","None"
""Son amores" (2002)","(#1.13)","Buenos Aires, Federal District, Argentina","None"
""Son amores" (2002)","(#1.151)","Buenos Aires, Federal District, Argentina","None"
""Son amores" (2002)","(#1.172)","Buenos Aires, Federal District, Argentina","None"
""Son amores" (2002)","(#1.194)","Buenos Aires, Federal District, Argentina","None"
""Son amores" (2002)","(#1.215)","Buenos Aires, Federal District, Argentina","None"
""Son amores" (2002)","(#1.237)","Buenos Aires, Federal District, Argentina","None"
""Son amores" (2002)","(#1.38)","Buenos Aires, Federal District, Argentina","None"
""Son amores" (2002)","(#1.6)","Buenos Aires, Federal District, Argentina","None"
""Son amores" (2002)","(#1.81)","Buenos Aires, Federal District, Argentina","None"
""Son amores" (2002)","(#2.102)","Buenos Aires, Federal District, Argentina","None"
""Son amores" (2002)","(#2.123)","Buenos Aires, Federal District, Argentina","None"
""Son amores" (2002)","(#2.145)","Buenos Aires, Federal District, Argentina","None"
""Son amores" (2002)","(#2.167)","Buenos Aires, Federal District, Argentina","None"
""Son amores" (2002)","(#2.189)","Buenos Aires, Federal District, Argentina","None"
""Son amores" (2002)","(#2.21)","Buenos Aires, Federal District, Argentina","None"
""Son amores" (2002)","(#2.35)","Buenos Aires, Federal District, Argentina","None"
""Son amores" (2002)","(#2.57)","Buenos Aires, Federal District, Argentina","None"
""Son amores" (2002)","(#2.76)","(Chela's House)","(-8.6040844, -77.1499551)"
""Son amores" (2002)","(#2.96)","Buenos Aires, Federal District, Argentina","None"
""Spooks" (2002)","(#1.3)","(studio)","(52.2326368, 21.0067376)"
""Spooks" (2002)","(#3.10)","(outside in the film cafe)","None"
""Spooks" (2002)","(#5.10)","(studio)","(52.2326368, 21.0067376)"
""Spooks" (2002)","(#7.1)","(Ros fights her Russian tail)","None"
""Spooks" (2002)","(#9.4)","(studio)","(52.2326368, 21.0067376)"
""Star Boulevard"","2002","Luxembourg","(49.8158683, 6.1296751)"
""State v."","2002","Arizona, USA","(34.395342, -111.763275)"
""Still Standing" (2002) {Still Believing","#2.10)","(studio)","(52.2326368, 21.0067376)"
""Still Standing" (2002) {Still Flunking","#4.13)","(studio)","(52.2326368, 21.0067376)"
""Still Standing" (2002) {Still Out of the Loop","#4.14)","(studio)","(52.2326368, 21.0067376)"
""Still Standing" (2002) {Still Winning","#3.4)","(studio)","(52.2326368, 21.0067376)"
""Strange Days at Blake Holsey High"","2002","Hamilton, Ontario, Canada","(43.2560802, -79.8728583)"
""Strange Days at Blake Holsey High" (2002) {Nanotechnology","#3.6)","Auchmar Estate, Hamilton, Ontario, Canada","(43.2395233, -79.881014747159)"
""Sue Thomas: F.B.Eye" (2002) {Endings and Beginnings","#3.19)","Toronto, Ontario, Canada","(43.6534817, -79.3839347)"
""Sue Thomas: F.B.Eye" (2002) {The Fugitive","#1.17)","Toronto, Ontario, Canada","(43.6534817, -79.3839347)"
""Sunrise" (2002) {31 October","011","(studio)","(52.2326368, 21.0067376)"
""Superstructures of America" (2002) {Reach for the Sky","#1.2)","Walt Disney Concert Hall - 111 S. Grand Avenue, Downtown, Los Angeles, California, USA","None"
""Taboo" (2002) {Addiction","#7.3)","Sydney, New South Wales, Australia","(-33.8548157, 151.2164539)"
""Taboo" (2002) {Drugs","#1.7)","Puerto Ayacucho, Estado Amazonas, Venezuela","(5.6590426, -67.60863)"
""Taboo" (2002) {Fantasy Lives","#7.2)","(segment: Faking Babies)","None"
""Taboo" (2002) {Justice","#2.1)","Houston, Texas, USA","(29.7589382, -95.3676974)"
""Taboo" (2002) {Odd Couples","#8.2)","San Francisco, California, USA","(37.7790262, -122.419906)"
""Taboo" (2002) {Sexuality","#1.9)","Tirana, Albania","(41.3281482, 19.8184435)"
""Taboo" (2002) {U.S. Of Alcohol","#9.10)","Scottsdale Healthcare Osborn Medical Center - 7400 E Osborn Rd, Scottsdale, Arizona, USA","None"
""Taken"","2002","Fort Langley, Langley Township, British Columbia, Canada","(49.169126, -122.5793628)"
""That '80s Show" (2002) {Double Date","#1.9)","(studio)","(52.2326368, 21.0067376)"
""The Adventure of English"","2002","Chicago Brauhaus Restaurant - 4732 N. Lincoln Avenue, Lincoln Square, Chicago, Illinois, USA","None"
""The Adventure of English"","2002","St. Louis, Missouri, USA","(38.6264256, -90.1995853)"
""The American Embassy" (2002) {Walking on the Moon","#1.6)","London, England, UK","(51.5073219, -0.1276474)"
""The Bachelor" (2002)","(#14.2)","Six Flags Magic Mountain - 26101 Magic Mountain Parkway, Valencia, California, USA","(34.4250568, -118.59704538814593)"
""The Bachelor" (2002)","(#15.8)","Madawaska, Maine, USA","(47.3401135, -68.3301840073355)"
""The Bachelor" (2002)","(#16.9)","Interlaken, Kanton Bern, Switzerland","(46.6855231, 7.8585139)"
""The Bachelor" (2002)","(#17.6)","Fairmont Chateau Lake Louise - 111 Lake Louise Drive, Lake Louise, Banff National Park, Alberta, Canada","None"
""The Bachelor" (2002)","(#18.6)","(women's hotel)","(11.119057699999999, 76.33521261774513)"
""The Bachelor" (2002)","(#19.10)","(Becca and Chris date)","None"
""The Bachelor" (2002)","(#20.11)","(JoJo and Lauren's hotel)","None"
""The Bachelor" (2002)","(#21.12)","(the final dates)","None"
""The Bachelor" (2002) {1907","#19.8)","(group date location)","None"
""The Court" (2002) {Life Sentence","#1.1)","(studio)","(52.2326368, 21.0067376)"
""The Dead Zone" (2002) {Revelations","#5.9)","British Columbia, Canada","(55.001251, -125.002441)"
""The Freshmen"","2002","New York City, New York, USA","(40.7127281, -74.0060152)"
""The Jamie Kennedy Experiment" (2002)","(#2.16)","New Orleans, Louisiana, USA","(29.9759983, -90.0782127)"
""The Jury" (2002)","(#2.1)","England, UK","(52.5310214, -1.2649062)"
""The Shield"","2002","(ABC Television Center)","(34.102803050000006, -118.28083654037911)"
""The Twilight Zone" (2002) {Hunted","#1.18)","Vancouver, British Columbia, Canada","(49.2608724, -123.113952)"
""The Twilight Zone" (2002) {To Protect and Serve","#1.15)","Vancouver, British Columbia, Canada","(49.2608724, -123.113952)"
""The order - rahan jÃ¤ljillÃ¤"","2002","Shanghai, China","(31.2322758, 121.4692071)"
""Tia i toi"","2002","(location)","(39.2138905, -79.6371124)"
""Tinseltown TV"","2002","Dubai, United Arab Emirates","(25.2653471, 55.2924914)"
""Today with Des and Mel" (2002)","(2003-01-29)","England, UK","(52.5310214, -1.2649062)"
""Today with Des and Mel" (2002)","(2003-09-12)","England, UK","(52.5310214, -1.2649062)"
""Today with Des and Mel" (2002)","(2003-11-03)","England, UK","(52.5310214, -1.2649062)"
""Today with Des and Mel" (2002)","(2003-12-10)","England, UK","(52.5310214, -1.2649062)"
""Today with Des and Mel" (2002)","(2004-02-10)","England, UK","(52.5310214, -1.2649062)"
""Today with Des and Mel" (2002)","(2004-03-15)","England, UK","(52.5310214, -1.2649062)"
""Today with Des and Mel" (2002)","(2004-11-22)","England, UK","(52.5310214, -1.2649062)"
""Today with Des and Mel" (2002)","(2005-02-24)","England, UK","(52.5310214, -1.2649062)"
""Today with Des and Mel" (2002)","(2005-12-30)","England, UK","(52.5310214, -1.2649062)"
""Today with Des and Mel" (2002)","(2006-02-23)","England, UK","(52.5310214, -1.2649062)"
""Top Gear" (2002)","(#10.5)","(London race - Clarkson passes under this in his speedboat)","None"
""Top Gear" (2002)","(#10.5)","(London race - May drives through this)","None"
""Top Gear" (2002)","(#13.3)","El Mirage, California, USA","(34.6022132, -117.6311675)"
""Top Gear" (2002)","(#19.2)","Mojave, California, USA","(35.01096025, -118.19028326663798)"
""Top Gear" (2002)","(#2.2)","(Clarkson tests the Rolls-Royce Phantom)","None"
""Top Gear" (2002)","(#24.5)","Dunsfold Park Aerodrome, Dunsfold Park, Dunsfold, Surrey, England, UK","None"
""Top Gear" (2002)","(#5.7)","(Hammond tests the Ford Mustang)","None"
""Top Gear" (2002) {Winter Olympics","#7.7)","Lillehammer, Norway","(61.1333408, 10.426585544131413)"
""Treasure Hunt" (2002) {Kent: Dover","#1.4)","Shakespeare Cliff, Dover, Kent, England, UK","(51.1096591, 1.2895978)"
""Tummien vesien tulkit"","2002","Helsinki, Finland","(60.1674881, 24.9427473)"
""TusenbrÃ¶der"","2002","FruÃ¤ngen, Stockholm, Stockholms lÃ¤n, Sweden","None"
""Ultimate Collectors"","2002","Redwood City, California, USA","(37.4863239, -122.232523)"
""Ultimate Force" (2002) {Wannabes","#2.3)","(car breakdown scene)","None"
""Una para todas" (2002) {Madre e Hija","#1.16)","Buenos Aires, Federal District, Argentina","None"
""Unter Verdacht" (2002) {Atemlos","#1.7)","Munich, Bavaria, Germany","(48.1371079, 11.5753822)"
""Up Late"","2002","Chicago, Illinois, USA","(41.8755616, -87.6244212)"
""VH1 Cast Party" (2002) {The Importance of Being","arnest","Los Angeles, California, USA","(34.0536909, -118.242766)"
""VPRO Tegenlicht" (2002) {Money & Speed: Inside the Black","ox","(Nanex scenes)","None"
""Vapaa pudotus" (2002) {Taide","#1.4)","(exteriors)","(54.690060349999996, 25.268413554622093)"
""Viento del pueblo (Miguel HernÃ¡ndez)"","2002","Borox, Toledo, Castilla-La Mancha, Spain","(40.06967, -3.7411508)"
""Viza za buducnost"","2002","(Apartment)","(35.121145850000005, -85.31749454252498)"
""Wawatay Kids TV"","2002","Winnipeg, Manitoba, Canada","(49.8955367, -97.1384584)"
""What I Like About You" (2002) {Friends & Lovers","#4.16)","Stage 25, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA","None"
""What I Like About You" (2002) {Pranks a Lot","#3.21)","Stage 25, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA","None"
""What I Like About You" (2002) {The Loft","#2.4)","Stage 25, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA","None"
""Wide Angle" (2002) {A Woman Among Warlords","#6.10)","Afghanistan","(33.7680065, 66.2385139)"
""Witch Hunters Extraordinaire"","2002","Atlanta, Georgia, USA","(33.7489924, -84.3902644)"
""Without a Trace" (2002) {A Tree Falls","#2.7)","Stage 7, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA","None"
""Without a Trace" (2002) {Better Angels","#7.8)","Stage 8, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA","None"
""Without a Trace" (2002) {Coming Home","#2.10)","Stage 8, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA","None"
""Without a Trace" (2002) {DoppelgÃ¤nger: Part 2","#3.8)","Stage 8, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA","None"
""Without a Trace" (2002) {From the Ashes","#4.3)","Stage 8, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA","None"
""Without a Trace" (2002) {Kam Li","#1.17)","Stage 8, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA","None"
""Without a Trace" (2002) {Malone v. Malone","#3.10)","Stage 8, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA","None"
""Without a Trace" (2002) {Once Lost","#7.13)","Stage 7, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA","None"
""Without a Trace" (2002) {Res Ipsa","#6.3)","Stage 7, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA","None"
""Without a Trace" (2002) {Silent Partner","#1.6)","Stage 7, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA","None"
""Without a Trace" (2002) {The Damage Done","#5.5)","Stage 7, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA","None"
""Without a Trace" (2002) {Transitions","#3.18)","Stage 7, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA","None"
""Without a Trace" (2002) {Voir Dire","#7.17)","Stage 7, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA","None"
"'M*A*S*H': 30th Anniversary Reunion (2002)","TV","Los Angeles, California, USA","(34.0536909, -118.242766)"
"...In Flinders Wake: A Voyage to the Unknown Coast (2002)","V","Murray Mouth, Murray River, South Australia, Australia","None"
"...In Flinders Wake: A Voyage to the Unknown Coast (2002)","V","Coffin Bay National Park, South Australia, Australia","(-34.580323050000004, 135.3202239484165)"
"...In Flinders Wake: A Voyage to the Unknown Coast (2002)","V","Mount Greenly, South Australia, Australia","(-34.3451361, 135.3694186)"
"...In Flinders Wake: A Voyage to the Unknown Coast (2002)","V","South Australian Museum, North Terrace, Adelaide, South Australia, Australia","(-34.9207272, 138.60356284898404)"
"100 Mile Rule","2002","Los Angeles, California, USA","(34.0536909, -118.242766)"
"17 minute Ã®ntÃ¢rziere","2002","Romania","(45.9852129, 24.6859225)"
"2002 NBA All-Star Game (2002)","TV","First Union Center - 3601 S. Broad Street, Philadelphia, Pennsylvania, USA","None"
"2003 menos 1983 igual a 20","2002","Buenos Aires, Federal District, Argentina","None"
"24 heures de la vie d'une femme","2002","Monte Carlo, Monaco","(43.7402961, 7.426559)"
"24 x 11","2002","Buenos Aires, Federal District, Argentina","None"
"25th Hour","2002","New York City, New York, USA","(40.7127281, -74.0060152)"
"28 Days Later...","2002","Canary Wharf Underground Station, Canary Wharf, Isle of Dogs, London, England, UK","(51.5036809, -0.0187792)"
"3-2-0 (2002)","V","Chiswick, London, England, UK","(51.4923137, -0.263818)"
"35mm Memories","2002","Sofia, Bulgaria","(42.6978634, 23.3221789)"
"40 Days and 40 Nights","2002","(street scenes)","(38.8895514, -77.0027354)"
"4Play","2002","Brisbane, Queensland, Australia","(-27.4689682, 153.0234991)"
"A Brief Sketch (2002)","V","Hollywood, Los Angeles, California, USA","(34.0980031, -118.329523)"
"A Day in the Life of a Hobbit (2002)","V","New Zealand","(-41.5000831, 172.8344077)"
"A Is for Acid (2002)","TV","(hair salon)","(34.466673, 135.4066186)"
"A Night at the Marina","2002","(interiors)","(40.0400986, -76.3919384)"
"A Tribe of His Own: The Journalism of P. Sainath (2002)","TV","India","(22.3511148, 78.6677428)"
"A Tribute to Leiber and Stoller (2002)","V","London, England, UK","(51.5073219, -0.1276474)"
"A Woman Alone in Chile: Sheila Ransford (2002)","V","Chile","(-31.7613365, -71.3187697)"
"A Ãltima de Seia","2002","Portugal","(40.0332629, -7.8896263)"
"A+ Pollux","2002","MÃ©tro, Paris, France","None"
"Ab Inne Kiste","2002","Penrith, Lake District, Cumbria, England, UK","None"
"About Schmidt","2002","University of Nebraska, Lincoln, Nebraska, USA","(40.8229219, -96.70405844999999)"
"About a Boy","2002","Clerkenwell, London, England, UK","(51.5237268, -0.1055555)"
"Achttien (2002)","TV","Norway","(60.5000209, 9.0999715)"
"Adolphe","2002","Czech Republic","(49.8167003, 15.4749544)"
"After Freedom","2002","Los Angeles, California, USA","(34.0536909, -118.242766)"
"Aftermath","2002","MontrÃ©al, QuÃ©bec, Canada","None"
"Agent Sinikael","2002","Tallinn, Estonia","(59.4372155, 24.7453688)"
"Ah! Si j'Ã©tais riche","2002","SÃ¨vres, Hauts-de-Seine, France","None"
"Ali G Indahouse","2002","London, England, UK","(51.5073219, -0.1276474)"
"Alias: The Lost Episode","2002","Portland, Maine, USA","(43.6610277, -70.2548596)"
"Almas de la Media Noche","2002","Tegucigalpa, Honduras","(14.1057433, -87.2040052)"
"American Dreams 3: Life, Liberty & the Pursuit of Happiness","2002","Brooklyn, New York City, New York, USA","(40.6526006, -73.9497211)"
"American Gun","2002","New York City, New York, USA","(40.7127281, -74.0060152)"
"American Veteran Awards (2002)","TV","Beverly Hills, California, USA","(34.0696501, -118.3963062)"
"An Aircraft Is Born","2002","Jinnah Bridge, Cavalry Ground, Lahore, Pakistan","(31.5019798, 74.3583389)"
"Anal Entries (2002)","V","Czech Republic","(49.8167003, 15.4749544)"
"Anansi","2002","Ghana","(8.0300284, -1.0800271)"
"Ang alamat ng lawin","2002","Plaza Miranda, Quiapo, Manila, Metro Manila, Philippines","(14.5982168, 120.98360048382298)"
"Angels Crest","2002","San Bernardino National Forest, California, USA","(34.18055525, -116.96850289553923)"
"Ansh: The Deadly Part","2002","India","(22.3511148, 78.6677428)"
"Aro Tolbukhin - En la mente del asesino","2002","Guatemala","(15.687100699999998, -90.12265453178017)"
"Ash Wednesday","2002","(bar scene)","(37.901817, -122.3029024)"
"At kende sandheden","2002","Esbjerg, Jylland, Denmark","None"
"Austin Powers in Goldmember","2002","Los Angeles, California, USA","(34.0536909, -118.242766)"
"Awara Paagal Deewana","2002","Muscat, Masqat, Oman","(23.6069416, 58.468304)"
"BP","2002","Brooklyn, New York City, New York, USA","(40.6526006, -73.9497211)"
"Back Against the Wall","2002","DeKalb, Illinois, USA","(41.8903447, -88.7713953)"
"Bad Company: In Concert - Merchants of Cool (2002)","V","The Grove of Anaheim - 2200 E. Katella Avenue, Anaheim, California, USA","(33.8032226, -117.88562454222688)"
"Bedroom Radio (2002)","TV","Scotland, UK","(56.7861112, -4.1140518)"
"Behavior in the Cloud (2002)","V","San Francisco, California, USA","(37.7790262, -122.419906)"
"Below","2002","UK","(54.7023545, -3.2765753)"
"Beluga Speaking Across Time","2002","Finland","(63.2467777, 25.9209164)"
"Berlin - Sinfonie einer GroÃstadt","2002","MessegelÃ¤nde, Charlottenburg, Berlin, Germany","None"
"Bestiario","2002","Madrid, Spain","(40.4167047, -3.7035825)"
"Between Us","2002","Manhattan, New York City, New York, USA","(40.7896239, -73.9598939)"
